slug,title,event_id,kickoff_utc,yes_market_question,yes_contract_won,n_windows_tape,n_windows_scored,n_flagged,n_buy_yes,n_sell_yes,n_unflagged,leg_yes_buy,leg_no_sell,leg_yes_sell,leg_no_buy,buy_yes_aligned,sell_yes_aligned,n_flagged_correct,n_flagged_wrong,flagged_windows_detail,rou1_window,status,error
j2100-van-mon-2026-04-05,Vanraure Hachinohe FC vs. Montedio Yamagata,257369,2026-04-05T04:00:00+00:00,Will Vanraure Hachinohe FC win on 2026-04-05?,false,13,13,0,0,0,13,0,0,0,0,0,0,0,0,,j2,ok,
j2100-imb-ehi-2026-04-05,FC Imabari vs. Ehime FC,257373,2026-04-05T04:30:00+00:00,Will FC Imabari win on 2026-04-05?,false,6,6,0,0,0,6,0,0,0,0,0,0,0,0,,j2,ok,
j2100-st-oit-2026-04-05,Sagan Tosu vs. Ōita Trinita,257375,2026-04-05T05:00:00+00:00,Will Sagan Tosu vs. Ōita Trinita end in a draw?,false,5,5,0,0,0,5,0,0,0,0,0,0,0,0,,j2,ok,
j2100-teg-ren-2026-04-05,Tegevajaro Miyazaki vs. Renofa Yamaguchi FC,257378,2026-04-05T05:00:00+00:00,Will Tegevajaro Miyazaki vs. Renofa Yamaguchi FC end in a draw?,false,3,3,0,0,0,0,0,0,0,0,,,,,,j2,insufficient_windows,Too few windows with usable price history — widen time bounds or relax filters.
j2100-mat-iwa-2026-04-05,Matsumoto Yamaga FC vs. Iwaki FC,257381,2026-04-05T05:00:00+00:00,Will Matsumoto Yamaga FC vs. Iwaki FC end in a draw?,true,9,9,0,0,0,9,0,0,0,0,0,0,0,0,,j2,ok,
j2100-kat-nar-2026-04-05,Kataller Toyama vs. Nara Club,257383,2026-04-05T05:00:00+00:00,Will Nara Club win on 2026-04-05?,false,6,6,0,0,0,6,0,0,0,0,0,0,0,0,,j2,ok,
j2100-tok-fco-2026-04-05,Tokushima Vortis vs. FC Ōsaka,257385,2026-04-05T05:00:00+00:00,Will Tokushima Vortis vs. FC Ōsaka end in a draw?,false,4,4,0,0,0,0,0,0,0,0,,,,,,j2,insufficient_windows,Too few windows with usable price history — widen time bounds or relax filters.
j2100-koc-kam-2026-04-05,Kōchi United SC vs. Kamatamare Sanuki,257388,2026-04-05T05:00:00+00:00,Will Kōchi United SC win on 2026-04-05?,true,9,9,0,0,0,9,0,0,0,0,0,0,0,0,,j2,ok,
j2100-kag-gir-2026-04-05,Kagoshima United FC vs. Giravanz Kitakyūshū,257390,2026-04-05T05:00:00+00:00,Will Kagoshima United FC vs. Giravanz Kitakyūshū end in a draw?,true,6,6,1,1,0,5,1,0,0,0,1,0,1,0,buy_yes:yes_buy@2026-04-05T06:30:00+00:00|p_end=0.0850,j2,ok,
j2100-gai-rei-2026-04-05,Gainare Tottori vs. Reilac Shiga,257393,2026-04-05T05:00:00+00:00,Will Gainare Tottori win on 2026-04-05?,,0,0,0,0,0,0,0,0,0,0,,,,,,j2,no_tape,No trades on YES or NO inside the match window.
